sentence,label
宫外孕壶口一次,描述症状
我怀疑是我的血液太浓,咨询项目介绍
可能至少要万万子,咨询价格
不能不手术吗,咨询手术
你直接在这上面说嘛！,确定联系意愿
您们离我们住的比较近,咨询地址
哦！我是切断,描述就诊史
反正出血了几天,描述症状
一三二.八一二九二六九,无
是什么问题,咨询项目介绍
那输卵管手术后堵塞了，也还不是一样吗，不会成功了,咨询项目介绍
做那些项目,咨询检查方式
山青水秀,无
那我明天去买试吗,咨询检查方式
但是呢，吃了饭想吐他也吐不出来，这又是为了什么也是正常的嘛。,咨询项目介绍
有而且每次都是一次中奖,描述症状
像这种情况，对不,咨询项目介绍
我也不知道是不是用碘油,咨询药物
不成熟,无
需要去医院几次？,无
壬辰11281,确定联系意愿
能介绍一下吗,咨询项目介绍
远不远嘛,咨询地址
需要怎么弄呢,咨询项目介绍
可以在线,确定联系意愿
怎么不好了？,咨询项目介绍
下次娃娃也不一定存在现在这些问题吧,咨询项目介绍
好吧，是不是严重就治不好了😭😭😭😭,咨询危害
3.14号月经完4.17号我去拿了点药主要就是便秘肚子胀气但是那个药我只吃了一包就没吃了我就想问这个会不会对小孩有撒子影响,咨询副作用
你好！我想问一下，吃达英35期间应注意什么,咨询注意事项
18182IU/L,无
医生我想咨询哈,无
不知道哪里出了问题,咨询项目介绍
结扎了13年还能复通吗,咨询检查方式
就是想二抬,无
就是性爱时女性受精能力,咨询项目介绍
没有，需要做什么呢,咨询检查方式
嗯，这个就算成功了，会不会影响宝宝畸形呢？,咨询副作用
什么叫生育环检查,咨询项目介绍
你好医生我内膜溥可以有没有帮助长内膜的呢,咨询项目介绍
电话联系吧,确定联系意愿
好多钱呢？,咨询QQ
有保障嘛,咨询疗效
为什么曾经怀孕后打了就没有了,咨询项目介绍
我只是有点好奇，我身体是不是有问题,咨询危害
我想问一下，我右边腰跟小腹特别酸并伴有小腹疼痛不知道是不是跟输卵管有关,咨询病因
我现在发过来您看看可以吗,咨询微信
你就告诉我能不能做就行了,咨询检查方式
加我微信吗,确定联系意愿
在青白江的人民医院,描述就诊史
就在这里咨询可以吗,确定联系意愿
一百八十九吗？,咨询价格
我不想手术,无
赵院今天上班没有,咨询专家
医生那里,描述就诊史
不是，想调一下，看能来不,咨询治疗方式
想我这种情况刚刚一个月 检查什么非常确定是怀孕的现象呢？,咨询检查方式
那要怎么发药,咨询药物
我在网上看他们老师的微信号，加他们然后买他们的药吃了,描述就诊史
